1.731557377049180307e-02,4.200819672131146480e-03,4.723360655737704472e-02,4.067622950819672206e-02,5.840163934426228880e-03,1.444672131147541061e-02,2.923155737704917767e-01,6.250000000000000347e-03,1.608606557377049301e-02,1.157786885245901641e-02,1.157786885245901815e-02,5.430327868852459147e-03,2.141393442622950560e-02,5.092213114754098185e-02,7.479508196721310412e-03,4.610655737704917947e-03,4.610655737704917947e-03,1.075819672131147521e-02,5.430327868852459147e-03,4.969262295081967873e-02,5.010245901639344412e-02,1.649590163934426187e-02,7.889344262295084481e-03,1.034836065573770461e-02,7.479508196721310412e-03,1.485655737704917947e-02,2.182377049180327794e-02,5.430327868852459147e-03,1.239754098360655761e-02,1.690573770491803421e-02,5.430327868852459147e-03,1.977459016393442667e-02,5.174180327868852652e-02,2.018442622950819901e-02,8.709016393442622211e-03,7.889344262295081012e-03,2.018442622950819554e-02,6.659836065573769212e-03,5.747950819672130451e-02,1.034836065573770461e-02
1.712643678160919586e-02,1.390804597701149337e-02,8.241379310344826292e-02,2.954022988505747294e-02,2.494252873563218564e-02,1.206896551724137914e-02,2.658620689655172287e-01,9.770114942528735497e-03,7.471264367816090983e-03,9.770114942528735497e-03,9.770114942528735497e-03,1.068965517241379261e-02,1.344827586206896394e-02,2.540229885057471854e-02,8.850574712643676650e-03,6.551724137931033871e-03,5.172413793103448204e-03,1.482758620689655048e-02,8.390804597701148962e-03,8.390804597701148962e-03,1.850574712643678066e-02,4.287356321839080886e-02,3.333333333333333114e-03,1.298850574712643625e-02,7.931034482758619539e-03,6.551724137931033871e-03,1.574712643678160759e-02,1.114942528735632030e-02,7.931034482758619539e-03,1.528735632183907990e-02,8.850574712643676650e-03,4.839080459770114806e-02,1.132183908045976961e-01,1.896551724137931008e-02,6.551724137931033871e-03,5.632183908045976760e-03,2.172413793103448315e-02,1.160919540229884972e-02,2.448275862068965275e-02,1.390804597701149337e-02
5.379746835443037500e-02,6.258790436005625887e-03,8.727144866385372346e-02,3.727144866385372676e-03,1.272855133614627168e-02,2.510548523206750787e-02,2.568917018284106457e-01,2.601969057665259703e-03,8.509142053445850964e-03,1.638537271448663873e-02,3.164556962025316840e-03,1.582278481012658333e-02,1.863572433192686381e-02,2.257383966244725856e-02,9.071729957805906366e-03,5.977496483825598186e-03,2.601969057665260137e-03,9.071729957805908101e-03,9.915611814345989469e-03,6.258790436005625887e-03,5.829817158931083210e-02,4.008438818565400810e-03,6.821378340365683024e-03,9.071729957805906366e-03,6.540084388185653588e-03,5.133614627285513349e-03,2.932489451476793033e-02,3.073136427566807577e-02,6.821378340365681289e-03,5.717299578059072129e-02,9.634317862165963503e-03,5.414908579465541050e-03,1.260900140646976086e-01,3.298171589310829738e-02,2.883263009845287838e-03,1.413502109704641539e-02,4.008438818565400810e-03,2.883263009845288272e-03,5.696202531645568751e-03,5.977496483825598186e-03
2.603748326639893085e-02,5.421686746987951742e-03,8.253012048192771843e-02,3.815261044176706910e-03,9.437751004016062956e-03,2.362784471218206186e-02,3.989959839357429816e-01,4.886211512717536509e-03,5.153949129852743692e-03,5.153949129852744560e-03,3.012048192771084494e-03,9.973226238286479056e-03,4.886211512717536509e-03,4.825970548862115045e-02,5.689424364123158925e-03,6.492637215528780474e-03,4.618473895582330194e-03,3.279785809906291677e-03,4.886211512717536509e-03,4.129852744310576196e-02,2.336010709504685035e-02,2.744310575635876878e-03,8.902275769745648590e-03,2.710843373493976305e-02,1.506024096385542334e-02,2.523427041499330323e-02,1.345381526104417677e-02,1.211512717536813999e-02,2.282463186077644118e-02,3.808567603748326535e-02,2.476572958500669695e-03,6.224899598393574159e-03,4.290495314591699638e-02,9.973226238286479056e-03,4.350736278447122143e-03,4.350736278447121276e-03,1.987951807228915263e-02,1.104417670682731126e-02,7.563587684069611808e-03,4.886211512717537377e-03
8.002406738868834274e-03,1.985559566787003637e-03,2.990373044524669011e-02,1.161251504211792927e-02,3.910950661853188418e-03,3.616125150421178880e-02,4.749097472924187491e-01,2.948255114320096244e-03,4.392298435619735805e-03,7.761732851985558845e-03,4.632972322503007764e-03,3.188929001203369504e-03,3.399518652226233423e-02,4.290012033694344529e-02,5.836341756919374499e-03,7.280385078219013192e-03,2.707581227436822550e-03,7.039711191335738631e-03,2.707581227436822984e-03,4.632972322503008632e-03,3.910950661853189285e-03,8.002406738868834274e-03,5.354993983152827979e-03,6.552346570397112047e-02,7.521058965102286886e-03,1.064981949458483623e-02,5.114320096269555152e-03,9.927797833935016886e-03,5.354993983152827979e-03,2.340553549939831599e-02,3.188929001203369504e-03,7.761732851985558845e-03,1.811070998796630513e-02,7.900120336943441957e-02,5.836341756919374499e-03,1.401925391095066101e-02,9.687123947051744927e-03,8.002406738868832539e-03,8.965102286401925580e-03,4.151624548736462111e-03
1.838709677419354468e-02,1.193548387096774258e-02,2.999999999999999889e-02,1.193548387096774258e-02,1.580645161290322731e-02,9.354838709677419997e-03,2.519354838709677580e-01,1.064516129032258042e-02,1.322580645161290300e-02,1.064516129032258215e-02,1.064516129032258215e-02,2.999999999999999889e-02,1.064516129032258215e-02,5.580645161290322814e-02,1.064516129032258042e-02,8.064516129032257841e-03,1.064516129032258215e-02,2.354838709677419331e-02,8.064516129032257841e-03,1.580645161290322731e-02,1.451612903225806515e-02,1.322580645161290300e-02,3.903225806451612878e-02,7.387096774193548099e-02,1.580645161290322384e-02,1.580645161290322731e-02,1.451612903225806342e-02,2.612903225806452109e-02,2.483870967741935373e-02,1.064516129032258215e-02,8.064516129032257841e-03,9.354838709677419997e-03,2.096774193548386900e-02,1.580645161290322731e-02,1.967741935483870858e-02,1.967741935483870858e-02,1.580645161290322731e-02,1.322580645161290300e-02,3.000000000000000583e-02,3.129032258064516625e-02
3.127853881278538223e-02,3.150684931506849470e-03,4.242009132420090922e-02,1.155251141552511226e-02,4.246575342465752634e-03,2.433789954337899422e-02,3.900000000000000133e-01,2.968036529680365392e-03,1.136986301369862992e-02,1.264840182648401846e-02,2.237442922374429082e-03,3.881278538812785346e-03,1.593607305936072666e-02,2.671232876712328896e-02,3.515981735159817625e-03,7.899543378995432449e-03,5.890410958904109331e-03,2.968036529680364959e-03,3.150684931506849036e-03,1.904109589041095771e-02,6.073059360730593409e-03,2.420091324200913160e-03,3.150684931506849470e-03,5.794520547945205408e-02,2.602739726027396804e-03,2.068493150684931614e-02,6.123287671232876400e-02,8.447488584474884682e-03,6.438356164383563299e-03,3.881278538812785780e-03,4.977168949771688944e-03,1.045662100456620953e-02,1.299086757990867702e-01,4.063926940639269424e-03,2.785388127853881315e-03,3.515981735159817191e-03,8.630136986301368759e-03,1.648401826484018409e-02,9.726027397260274959e-03,1.136986301369862992e-02
3.335246842709529286e-02,9.012629161882893675e-03,1.013203214695751891e-01,5.109070034443169081e-03,1.337543053960964581e-02,1.590126291618829124e-02,2.964982778415614084e-01,6.027554535017220702e-03,1.039035591274397284e-02,4.420206659012628631e-03,1.061997703788748401e-02,9.242250287026406580e-03,3.817451205510907081e-02,2.416762342135476277e-02,2.554535017221584020e-02,2.416762342135476277e-02,4.879448909299655308e-03,7.864523536165327414e-03,8.094144661308840319e-03,6.486796785304248247e-03,1.842709529276693320e-02,1.222732491389207955e-02,1.613088404133180415e-02,5.654420206659012405e-02,4.190585533869116593e-03,2.807118254879448910e-02,2.072330654420206572e-02,1.039035591274397284e-02,7.405281285878301603e-03,1.383467278989667162e-02,3.501722158438576142e-03,6.486796785304246513e-03,7.514351320321470407e-02,1.337543053960964234e-02,1.291618828932261653e-02,1.664753157290470732e-03,6.257175660160735342e-03,1.061997703788748575e-02,2.462686567164179205e-02,2.812858783008036559e-03
1.780487804878048627e-02,1.682926829268292790e-02,1.251219512195121952e-01,1.195121951219512216e-02,9.024390243902438366e-03,1.780487804878048627e-02,1.065853658536585480e-01,1.195121951219512216e-02,1.878048780487804811e-02,1.975609756097560649e-02,7.073170731707318151e-03,1.000000000000000021e-02,1.195121951219512216e-02,2.560975609756097754e-02,9.024390243902438366e-03,3.146341463414634165e-02,1.682926829268292790e-02,1.390243902439024237e-02,1.097560975609756032e-02,1.292682926829268400e-02,1.585365853658536606e-02,1.195121951219512216e-02,2.756097560975609428e-02,2.560975609756097754e-02,1.878048780487804464e-02,5.780487804878048363e-02,1.390243902439024237e-02,6.170731707317071713e-02,7.073170731707318151e-03,1.585365853658536606e-02,8.048780487804878259e-03,1.097560975609756032e-02,9.024390243902438366e-03,6.170731707317073100e-02,7.146341463414633555e-02,1.682926829268292790e-02,8.048780487804878259e-03,1.097560975609756032e-02,2.170731707317073017e-02,1.975609756097560649e-02
1.489675516224188770e-02,5.457227138643067771e-03,2.384955752212389313e-01,1.371681415929203521e-02,1.017699115044247773e-02,1.725663716814159268e-02,1.960176991150442416e-01,6.047197640117994016e-03,9.587020648967551489e-03,6.386430678466077648e-02,7.227138643067845640e-03,1.371681415929203521e-02,8.997050147492625244e-03,1.607669616519174019e-02,1.371681415929203521e-02,8.997050147492625244e-03,4.277286135693215280e-03,1.607669616519174019e-02,6.637168141592919395e-03,4.911504424778761341e-02,1.017699115044247773e-02,8.407079646017698998e-03,1.312684365781710896e-02,1.666666666666666644e-02,7.227138643067845640e-03,2.846607669616519481e-02,8.997050147492625244e-03,1.017699115044247773e-02,1.666666666666666644e-02,7.817109144542772753e-03,5.457227138643067771e-03,6.637168141592919395e-03,2.197640117994100264e-02,1.017699115044247773e-02,1.371681415929203521e-02,7.817109144542772753e-03,5.029498525073746590e-02,1.253687315634218272e-02,1.725663716814159268e-02,6.047197640117994016e-03
